Gender,10percentage,12graduation,12percentage,CollegeID,CollegeTier,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
1,84.0,2009,76.0,8297,2,76.0,8297,1,2013,370,390,575,0.744758354008939,175,-1,438,-1,-1,-1,-1,0.99,0.5454,1.0859,-0.3612,0.4805
0,86.0,2008,78.0,47,1,74.0,47,1,2012,435,435,575,0.229481754911755,-1,266,-1,-1,-1,473,-1,0.0464,1.3198,0.4906,-0.17277,-0.1295
0,78.0,2006,86.67,4173,2,77.55,4173,1,2010,535,465,535,0.910770164246022,445,433,-1,-1,-1,-1,-1,-0.880999999999999,1.4368,0.3817,-0.4078,-0.1295
1,73.6,2009,61.2,1982,2,67.34,1982,0,2014,430,415,470,0.207392169717661,-1,260,-1,-1,-1,-1,-1,0.4155,0.3789,0.3174,-0.7415,-0.0943
1,75.66,2009,76.66,4415,2,76.5,4415,1,2014,510,525,545,0.966006923498049,395,-1,-1,-1,580,-1,-1,-1.7389,-2.1186,-1.2196,-0.4879,-1.6273
0,93.0,2010,86.0,1012,2,83.0,1012,1,2014,605,625,525,0.744758354008939,525,-1,438,-1,-1,-1,-1,0.4155,0.0459,1.2396,-0.6147,-0.6692
0,61.0,2010,61.0,1237,2,75.0,1237,1,2014,455,510,500,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.2718,0.2124,0.3174,0.1459,-1.0524
1,80.2,2007,74.8,4504,2,78.16,4504,0,2013,380,415,620,0.338786347219528,-1,292,-1,-1,-1,-1,-1,-1.0208,-0.1206,0.01,-0.2344,-0.2859
0,87.0,2009,80.5,12666,2,70.0,12666,0,2013,485,475,235,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.1082,1.4368,0.672,0.4148,1.0158
1,72.8,2008,61.33,470,2,70.05,470,1,2014,440,495,430,0.911395278391328,515,-1,500,-1,-1,-1,-1,1.4208,1.0449,0.6248,-0.8682,1.0554
1,65.71,2009,68.2,1638,2,67.08,1638,0,2013,510,415,665,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,1.1601,-0.2859
0,89.7,2009,86.7,7685,2,80.0,7685,1,2013,720,675,570,-1.0,-1,-1,-1,-1,-1,-1,-1,0.2718,1.2114,0.4711,-0.1076,0.8637
1,63.66,2008,59.0,11759,2,71.0,11759,0,2013,675,415,500,0.610611987546704,-1,333,-1,-1,433,-1,-1,-0.7651,1.1248,1.2525,0.3561,0.1864
1,78.8,2009,87.0,527,2,77.4,527,0,2013,570,630,870,0.979521744319216,625,-1,-1,-1,-1,-1,-1,0.5591,0.0459,0.1637,0.1459,0.4805
0,73.2,2009,73.6,1622,2,67.6,1622,0,2013,475,585,735,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.8463,-0.4536,0.1637,-0.6147,0.4805
1,74.0,2008,82.3,29,2,75.5,29,1,2012,435,615,525,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.51,0.1498,0.0552,1.7074,-0.1295
1,79.5,2009,77.1,9803,2,74.78,9803,1,2013,395,495,475,0.144789889482462,-1,-1,284,-1,-1,-1,-1,1.2772,-0.2871,-0.6048,-0.1076,0.8637
1,66.0,2008,58.0,11584,2,64.0,11584,0,2012,475,510,385,0.486747008438193,455,-1,376,-1,-1,-1,-1,0.1282,-0.4536,-0.9122,-0.4879,0.4805
1,46.8,2009,72.48,165,2,59.7,165,1,2012,450,525,605,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.3447,-0.2793,-0.4891,1.5018,-0.9194
0,89.4,2007,80.6,44,2,81.76,44,0,2012,355,495,684,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.1901,0.1888,-1.3599,-0.6428,-0.643
1,54.0,2006,68.0,1114,2,69.0,1114,0,2010,505,295,375,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,-0.7473,-0.6343,-0.9953,-1.3934
1,84.0,2008,75.6,231,2,68.0,231,0,2012,720,620,590,0.985461394326131,475,500,-1,-1,-1,-1,-1,-1.4517,-1.4526,-2.2954,-0.2344,-2.2021
1,76.64,2006,59.0,3649,2,65.7,3649,1,2010,444,455,285,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.5719,-0.4353,-0.6343,0.4148,-0.6035
1,83.8,2006,75.2,23,2,66.61,23,0,2010,525,395,575,0.694479327708463,365,366,-1,-1,-1,-1,-1,-1.1901,0.1888,-0.7794,1.1199,-1.3934
1,82.5,2009,86.3,8970,2,71.0,8970,1,2013,415,555,440,0.144789889482462,385,-1,284,-1,-1,-1,-1,1.5644,1.5444,1.547,-1.8824,1.4386
0,78.0,2009,69.0,11759,2,78.0,11759,0,2013,535,350,515,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.880999999999999,-2.3073,-1.6502,0.5323,-3.6051
1,70.4,2004,66.4,62,1,69.56,62,1,2011,615,605,475,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.2628,1.2808,0.9623,-0.4078,1.2923
1,64.0,2006,64.0,2528,2,65.0,2528,0,2012,500,435,605,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.4992,-2.0733,-1.2511,-0.2902,-2.0253
1,71.0,2009,60.0,9737,2,85.0,9737,0,2014,315,505,510,0.744758354008939,565,-1,438,-1,-1,-1,-1,-1.308,-0.7866,-0.9122,-0.2344,-0.8608
1,69.8,2009,66.4,3801,2,62.6,3801,0,2014,630,420,405,0.338786347219528,425,292,-1,-1,-1,-1,-1,1.8517,0.3789,0.3174,-0.1076,1.0554
0,89.0,2009,79.0,9481,2,68.0,9481,0,2013,535,495,485,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.6248,1.0333,0.0973
1,82.0,2010,76.6,8346,2,71.3,8346,0,2014,485,500,635,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2718,0.8229,-1.2196,-0.8682,-1.9234
1,80.4,2009,70.2,1424,2,78.0,1424,0,2014,465,455,680,0.953899775079926,575,-1,530,-1,-1,-1,-1,-0.3027,0.0459,0.3174,-1.1218,-0.0943
1,61.2,2009,60.0,5400,2,65.6,5400,0,2013,570,595,370,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.159,0.7119,1.0859,-0.3612,0.0973
1,65.0,2009,67.0,7736,2,71.18,7736,0,2013,535,455,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.5899,-0.9531,-1.2196,-1.1218,-0.8608
0,81.6,2009,96.4,4184,2,80.36,4184,0,2013,500,520,620,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.8463,0.7119,0.4711,-1.1218,0.8637
0,70.0,2001,50.0,2656,2,75.84,2656,0,2011,355,425,355,0.694479327708463,355,366,-1,-1,-1,393,-1,-1.8083,0.3448,-1.3599,1.5899,1.2923
1,86.0,2010,79.0,6884,2,83.01,6884,0,2014,405,410,690,0.356536487724475,585,-1,346,-1,-1,-1,-1,0.2718,1.5444,0.7785,-0.995,1.6302
1,64.43,2002,47.83,274,2,78.83,274,1,2009,365,505,325,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-0.7794,-0.5253,-0.4455
1,80.0,2008,84.0,10748,2,61.0,10748,0,2012,560,460,465,-1.0,395,-1,315,-1,-1,-1,-1,0.5591,1.0449,0.9322,-1.7556,0.4805
1,75.0,2008,82.4,5048,2,78.4,5048,0,2013,450,500,750,0.910770164246022,-1,433,-1,-1,-1,388,-1,-1.7389,-0.2871,-0.7585,1.5404,-1.6273
1,82.2,2007,81.33,4042,2,90.0,4042,0,2011,425,415,425,0.376059586651545,515,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.672,-0.4078,0.6603
1,83.0,2008,70.0,914,2,65.0,914,0,2012,765,645,795,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.6343,0.7673,0.1864
1,94.8,2010,97.4,9173,2,75.0,9173,1,2014,510,450,545,0.338786347219528,335,292,-1,-1,228,-1,-1,1.1336,0.3789,0.9322,-2.136,-0.6692
1,65.0,2007,69.0,527,2,67.4,527,0,2011,415,515,605,0.376059586651545,365,300,-1,-1,-1,-1,-1,-2.272,-1.2153,0.0914,1.0024,-0.2875
1,94.43,2010,65.2,14541,1,61.2,14541,0,2014,780,505,510,0.842248322257836,495,-1,469,-1,-1,-1,-1,0.5591,1.0449,1.3933,-1.2486,0.0973
1,59.05,2006,46.33,2559,2,65.0,2559,0,2010,324,385,375,0.206710618336758,215,-1,-1,313,-1,-1,-1,-2.4266,-1.3713,-1.7954,0.8848,-1.0774
1,87.0,2009,95.0,4325,2,72.38,4325,0,2013,525,625,690,0.976292560913216,545,484,-1,-1,-1,-1,-1,-0.4463,-0.4536,-0.9122,-0.8682,-0.6692
1,89.8,2008,60.0,11025,2,74.0,11025,0,2013,640,540,485,-1.0,475,-1,-1,-1,-1,-1,-1,1.8517,1.5444,1.3933,-1.8824,1.0554
1,64.8,2004,62.4,47,1,72.91,47,1,2010,485,485,565,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,0.3817,0.1798,0.5024
1,90.0,2009,70.8,5256,2,88.9,5256,0,2013,720,475,650,0.446198249677897,485,-1,-1,-1,-1,-1,-1,1.8517,1.0449,-0.6048,0.2727,0.0973
0,82.8,2010,76.6,272,2,86.0,272,0,2014,520,555,400,0.622642915849938,475,-1,407,-1,-1,-1,-1,-1.0208,1.0449,0.7785,0.2727,-0.6692
1,85.33,2010,89.7,1237,2,74.3,1237,1,2014,605,500,595,0.356536487724475,415,-1,346,-1,-1,-1,-1,-1.1644,0.7119,0.7785,-1.7556,0.2889
1,75.6,2008,68.6,1872,2,70.46,1872,0,2012,475,505,475,0.553216382065876,375,-1,-1,-1,-1,-1,-1,-1.4992,0.2668,1.1437,2.2949,-0.9194
1,92.5,2010,77.6,167,2,78.3,167,0,2014,430,510,605,0.978799292641428,645,-1,561,-1,-1,-1,-1,0.4155,0.3789,-0.1437,-1.1218,0.4805
1,72.15,2006,67.1,153,2,70.8,153,0,2010,535,495,645,0.694479327708463,415,366,-1,-1,-1,-1,-1,-1.8083,-1.0593,-0.344,-0.0552,-0.2875
1,86.4,2008,80.4,1275,2,61.54,1275,0,2012,585,505,605,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.51,0.5008,-0.4891,-0.8778,0.1864
1,79.8,2008,78.2,9019,2,69.8,9019,0,2012,425,625,485,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-0.880999999999999,-0.0842,-0.598,-0.5253,-0.9194
0,69.33,2008,70.08,5690,2,70.34,5690,0,2013,535,595,545,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.4517,0.5454,-0.2974,-0.3612,-0.0943
1,84.5,2005,93.6,3174,2,77.0,3174,0,2011,435,505,615,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.0537,0.0623,0.1864
1,74.4,2006,78.2,6638,2,78.2,6638,0,2012,595,365,305,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-0.344,-0.05527,-0.643
1,64.0,2006,65.0,5702,2,65.0,5702,1,2010,395,324,415,0.447147892178094,394,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.8128,0.9623,1.5899,1.1343
1,72.6,2009,73.0,1995,2,69.84,1995,1,2014,370,520,475,-1.0,395,-1,-1,-1,-1,-1,-1,1.5644,1.7109,1.7007,-0.995,-0.8608
1,69.2,2008,64.4,13001,2,67.8,13001,0,2012,490,360,310,0.436962648056859,-1,-1,-1,-1,-1,324,-1,0.4155,1.3779,1.547,3.3152,0.6721
1,81.3,2006,76.3,2066,2,78.0,2066,1,2010,545,505,525,0.229481754911755,395,266,-1,-1,-1,-1,-1,-0.5719,0.6568,-0.344,-0.6428,-0.4455
1,68.0,2008,61.0,272,2,55.0,272,0,2012,435,545,455,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.0464,1.2028,1.2525,0.8848,1.2923
0,85.0,2008,70.0,429,2,79.0,429,0,2013,475,435,485,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.0859,0.7798,0.2889
1,68.5,2009,73.2,2085,2,69.0,2085,0,2013,350,455,450,0.193768441980019,-1,-1,-1,-1,324,-1,-1,-3.606,-5.6151,-4.6009,-2.0092,-6.9925
0,69.92,2006,65.54,1070,2,57.66,1070,1,2010,475,375,415,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,1.3977,0.1798,0.1864
1,85.17,2008,77.77,1589,1,64.1,1589,0,2013,545,605,825,0.842248322257836,495,-1,469,-1,-1,-1,-1,0.2718,0.8784,0.1637,0.1459,1.247
1,68.0,2009,75.0,1347,2,68.9,1347,0,2012,315,425,325,0.0745462652358558,255,-1,-1,-1,-1,-1,-1,-1.5765,0.5008,0.8171,0.7086,0.0284
1,79.8,2008,73.6,2633,2,64.0,2633,0,2013,405,435,345,0.0305659911389536,-1,-1,-1,-1,228,-1,-1,0.99,0.0459,0.7785,1.2869,0.2889
1,86.0,2007,88.33,127,2,74.28,127,0,2012,554,655,655,0.968237495890543,605,-1,-1,-1,-1,-1,-1,1.2828,1.2028,0.7083,-1.11277,0.5024
0,72.5,2009,67.0,7685,2,75.3,7685,1,2013,510,470,405,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,1.5444,0.9322,-1.1218,0.8637
1,82.8,2009,73.6,3918,2,67.5,3918,1,2014,520,450,575,0.744758354008939,545,-1,438,-1,-1,-1,-1,-0.159,0.0459,0.7785,-1.1218,-0.0943
0,82.2,2008,77.0,5071,2,91.2,5071,0,2012,524,555,405,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.7264,-0.6693,-0.8157,-0.05527,-0.4455
1,84.0,2009,87.83,1111,2,81.0,1111,0,2013,405,420,475,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.8772,-1.1196,1.0859,-0.8682,-0.4776
1,91.0,2009,93.4,165,2,81.2,165,1,2014,660,570,530,0.910770164246022,-1,433,-1,-1,-1,-1,-1,0.2718,0.0459,0.7785,-1.5021,0.4805
0,86.0,2008,92.8,9164,2,69.25,9164,1,2012,435,465,525,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.3941,0.0328,-1.9405,-0.43717,-0.9194
1,80.0,2010,65.2,4501,2,68.96,4501,0,2014,640,555,620,0.622642915849938,615,-1,407,-1,-1,-1,-1,-0.159,-0.6201,-0.6048,0.3995,0.0973
0,70.6,2010,58.5,5508,2,75.0,5508,0,2014,640,505,405,0.911395278391328,345,-1,500,-1,-1,-1,-1,1.1336,1.3779,0.7785,-1.8824,-0.6692
1,55.5,2007,52.5,44,2,72.8,44,0,2013,415,495,445,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.1437,0.9066,-1.6273
1,68.8,2012,86.0,272,2,76.05,272,0,2014,570,535,590,0.978799292641428,515,-1,561,-1,-1,-1,-1,-1.5953,0.2124,-1.0659,-0.4879,-0.6692
1,82.6,2010,81.4,48,1,80.22,48,1,2014,640,570,840,0.783303536670298,-1,388,-1,-1,-1,340,-1,0.2718,-0.1206,-0.7585,-0.8682,-1.6273
1,69.6,2008,71.4,3054,2,77.0,3054,0,2012,485,415,575,0.925645767094482,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.7794,1.7074,0.1864
1,83.2,2007,61.4,8099,2,58.0,8099,0,2012,515,445,565,0.206710618336758,-1,-1,-1,313,-1,-1,-1,-1.1901,0.6568,0.2366,-0.2902,-0.2875
1,81.6,2010,65.0,14381,2,75.0,14381,1,2014,665,480,560,0.0531603052826837,495,196,-1,-1,-1,-1,-1,-0.0415,0.3123,0.4711,-0.7415,-0.6692
0,90.0,2010,90.0,4032,2,74.36,4032,0,2014,595,495,510,0.79293627759454,315,-1,-1,-1,484,-1,-1,1.2772,1.5444,2.1617,-0.1076,0.8637
1,73.0,2006,66.8,44,2,69.98,44,0,2011,345,365,515,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.59199999999999,-1.2153,-0.344,-1.5828,1.4502
1,88.0,2009,75.0,2318,2,70.0,2318,1,2013,595,625,585,0.622642915849938,495,-1,407,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.3753,-1.0524
1,89.4,2005,91.3,11157,1,78.2,11157,0,2010,405,435,705,0.755375120895548,465,-1,-1,446,-1,-1,-1,0.2009,0.0328,0.2366,-0.8778,0.1864
1,61.63,2009,53.17,7236,2,60.0,7236,1,2012,485,415,215,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-0.7794,-0.7603,0.3049
1,84.4,2007,84.4,3801,2,88.6,3801,0,2012,515,425,535,0.958682016566051,-1,-1,-1,538,-1,-1,-1,1.59199999999999,0.3448,-0.9245,-1.5828,-0.643
1,87.8,2009,91.25,6996,2,78.9,6996,1,2013,590,495,545,0.450876584483451,395,-1,-1,-1,-1,-1,-1,1.4208,0.8784,0.6248,-0.6147,0.6721
0,95.52,2009,94.33,316,2,83.63,316,1,2013,580,620,620,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,-0.6147,0.6721
1,67.0,2007,67.0,494,2,52.0,494,1,2011,445,455,375,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.5269,0.6498,-0.4455
1,79.6,2004,72.8,2253,2,75.2,2253,0,2010,475,565,645,0.971663490820888,325,-1,-1,553,-1,-1,-1,-0.2628,0.0328,1.1074,-0.1727,0.3444
1,70.0,2009,81.0,272,2,76.2,272,0,2014,465,605,650,0.953899775079926,525,-1,530,-1,-1,-1,-1,-2.1698,0.2124,-0.4511,-0.8682,0.2889
0,85.6,2010,87.8,13984,2,72.3,13984,1,2014,570,605,415,0.563267823666597,425,-1,-1,-1,-1,-1,-1,1.2772,1.3779,1.3933,-1.3753,0.2889
0,71.0,2009,64.0,2028,2,73.4,2028,1,2013,490,400,500,0.356536487724475,365,-1,346,-1,-1,-1,-1,1.2772,0.3789,0.7785,-0.995,0.0973
1,82.0,2008,70.0,129,2,82.7,129,0,2013,485,655,495,-1.0,525,-1,-1,-1,-1,-1,-1,0.99,1.3779,1.2396,-0.2344,-0.2859
1,62.0,2006,59.0,12478,2,65.16,12478,0,2012,375,435,455,0.910770164246022,285,433,-1,-1,-1,-1,-1,0.3941,-0.9033,-1.5051,-0.9659,-1.2354
1,80.0,2008,90.0,6164,2,71.8,6164,1,2012,495,425,575,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.59199999999999,1.5928,0.8171,0.5323,0.0679
1,90.08,2009,83.62,11256,2,62.71,11256,0,2013,560,520,370,0.649389714846691,445,356,-1,-1,-1,-1,-1,-0.5899,0.5454,0.6248,0.2727,0.8637
1,77.0,2009,76.0,5815,2,67.22,5815,0,2013,545,500,515,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.0208,-1.4526,-1.0659,-0.2344,-1.4356
0,75.0,2008,74.0,6659,2,88.0,6659,1,2012,575,515,465,0.538386892985096,405,333,315,-1,-1,-1,-1,-0.5899,-0.1206,0.9322,0.3995,-0.4776
1,65.0,2009,64.0,11759,2,79.0,11759,0,2013,465,545,385,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.0355,-0.9033,-1.0334,1.5899,-0.7615
1,95.54,2010,90.0,11973,1,59.0,11973,1,2014,465,610,530,0.255778193719394,355,-1,-1,-1,-1,-1,292,-1.0208,-0.6201,0.6248,1.1601,-0.2859
1,82.0,2007,53.0,11982,2,71.0,11982,0,2012,275,395,555,0.490636955889964,-1,-1,-1,383,-1,-1,-1,0.0464,-1.7223,-0.4891,-0.5253,-2.6572
1,67.7,2007,56.3,14029,2,81.7,14029,0,2013,360,565,570,0.911395278391328,575,-1,500,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692
1,84.4,2007,82.2,55,2,71.1,55,0,2011,554,605,525,0.538386892985096,-1,333,-1,-1,-1,500,-1,-0.7264,0.5008,0.8171,-0.1727,0.1864
1,91.68,2009,69.16,9159,2,66.0,9159,1,2013,555,610,590,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,0.7785,-0.995,-0.0943
0,80.64,2006,71.66,1070,2,69.03,1070,1,2010,445,395,415,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-1.3599,-0.2902,-0.2875
1,90.8,2009,82.2,9019,2,75.0,9019,0,2013,580,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,0.1282,0.5454,1.547,-0.7415,0.4805
0,74.6,2008,83.75,439,2,70.0,439,1,2012,325,375,335,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.7794,-0.2902,0.0679
1,69.0,2010,76.0,13388,2,7.56,13388,0,2014,380,475,605,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.9953,-0.9531,-1.6807,-0.8682,-0.8608
1,72.0,2009,54.0,429,2,64.0,429,0,2014,335,535,400,0.486747008438193,395,-1,376,-1,-1,-1,-1,-1.1644,-0.2871,0.6248,0.1459,-0.0943
1,56.0,2006,65.0,7627,2,67.2,7627,0,2013,495,464,554,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.8192,-0.2012,-0.7068,0.1798,-0.6035
0,84.3,2007,95.8,1141,2,78.0,1141,0,2011,515,585,525,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.5269,1.3549,-0.4455
1,85.0,2005,60.5,4042,2,63.1,4042,0,2012,305,355,415,0.229481754911755,185,266,-1,-1,-1,-1,-1,-0.7264,-1.4883,-0.4891,1.3549,-0.4455
0,92.2,2009,81.8,285,1,85.5,285,0,2013,580,655,750,0.694479327708463,435,366,-1,-1,-1,-1,-1,0.1282,0.3789,0.4711,-1.3753,1.0554
1,91.17,2009,87.2,8819,2,68.5,8819,1,2013,555,605,735,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.4711,-1.3753,-0.4776
1,89.5,2010,93.9,2590,2,75.67,2590,0,2014,535,625,645,0.622642915849938,595,-1,407,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,0.0192,-1.244
1,78.0,2009,69.0,2085,2,70.0,2085,0,2013,650,545,620,0.744758354008939,545,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.01,-0.6147,1.0554
1,79.5,2008,78.0,6408,2,81.3,6408,0,2013,570,520,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-1.4517,-0.7866,-0.1437,0.9066,0.6721
0,94.8,2010,93.0,44,2,74.3,44,0,2014,650,555,500,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.6048,1.5404,0.2889
1,72.0,2007,69.0,35,1,70.0,35,1,2011,555,365,565,0.0081547752353218,-1,133,-1,-1,-1,-1,-1,0.2009,-2.6193,-2.3759,-0.0552,0.1864
0,66.2,2009,65.4,7770,2,74.68,7770,0,2013,555,554,565,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.8463,-0.2871,0.7785,1.4136,0.6721
0,95.4,2007,93.2,893,2,79.7,893,0,2011,585,625,615,0.98374996654107,635,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,0.0914,-0.2902,0.3444
1,88.6,2010,92.0,14342,2,73.0,14342,0,2014,875,510,500,0.744758354008939,485,-1,438,-1,-1,-1,-1,-0.0154,0.3789,0.1637,0.0192,0.2889
1,88.64,2006,65.16,1629,2,74.81,1629,1,2011,435,485,465,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.2266,-0.4778,-0.344,-0.1727,-1.8386
1,68.0,2010,56.0,1129,2,68.4,1129,0,2014,500,350,400,0.557389505646088,315,228,-1,-1,420,-1,-1,-1.5953,-1.1196,0.7785,0.5262,-1.0524
1,79.0,2007,83.4,4439,2,73.3,4439,0,2012,425,515,595,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.4374,0.9688,0.8171,0.4442,0.9763
0,84.6,2006,81.0,1294,2,73.9,1294,0,2010,435,525,475,0.824666400671332,345,400,-1,-1,-1,-1,-1,0.6646,0.0328,0.0914,0.0623,0.0284
1,72.0,2009,60.0,221,2,62.5,221,0,2013,560,370,370,0.649389714846691,-1,356,346,-1,-1,-1,-1,0.2718,0.3789,0.1637,-0.8682,-0.6692
1,84.0,2009,87.0,3356,2,78.5,3356,1,2013,780,630,650,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.2974,0.1459,-0.8608
1,79.2,2009,89.33,9099,2,77.0,9099,0,2013,380,400,470,0.610611987546704,395,-1,-1,-1,433,-1,-1,-1.0208,-0.7866,-1.0659,-0.3612,-2.5853
1,78.2,2010,86.8,4752,2,70.0,4752,0,2014,665,655,680,0.649389714846691,-1,356,-1,-1,-1,356,-1,-0.159,0.8784,0.4711,-0.1076,0.4805
0,86.0,2010,88.0,11788,2,73.0,11788,0,2014,405,350,310,0.144789889482462,355,-1,284,-1,-1,-1,-1,-0.7335,0.3789,1.3933,1.2869,1.4386
1,68.5,2007,85.2,7077,2,73.4,7077,0,2011,575,425,425,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-1.1901,-2.1513,-0.1988,0.8848,-1.5513
1,84.0,2009,84.0,6545,2,67.0,6545,0,2014,665,530,560,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.8772,0.2124,-0.1437,-0.1076,0.8637
1,86.5,2010,91.0,14342,2,72.85,14342,0,2014,465,540,485,-1.0,375,-1,-1,-1,-1,-1,-1,0.7419,-0.0873,-0.7585,0.1459,0.7941
1,68.0,2009,65.6,137,2,63.33,137,0,2014,420,530,380,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,-0.7866,-1.0659,-1.6289,-1.0524
1,65.17,2008,66.2,8159,2,74.78,8159,0,2013,510,595,605,0.911395278391328,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973
1,51.83,2006,58.0,6874,2,68.0,6874,0,2013,335,450,650,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.3027,-0.4536,-0.7585,0.2727,0.0973
1,76.0,2004,78.0,350,2,64.25,350,0,2010,545,445,535,-1.0,335,-1,-1,-1,-1,-1,-1,-1.6538,-1.3713,0.0914,0.8848,-1.3934
1,83.0,2005,88.0,495,2,82.0,495,1,2011,535,505,515,0.987207085890868,645,-1,-1,-1,-1,-1,-1,0.6646,0.1888,-0.0537,-0.6428,-0.2875
1,75.3,2008,73.6,9481,2,65.6,9481,0,2012,615,535,495,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.7419,0.9688,-0.0537,-0.2609,0.1864
1,86.2,2010,82.0,47,1,78.9,47,1,2014,640,535,545,0.557389505646088,385,-1,-1,-1,420,-1,-1,-1.7389,-1.6191,-1.9881,0.653,-1.6273
1,80.0,2008,79.3,4562,2,65.7,4562,0,2012,570,675,485,0.23780283983757,515,-1,315,-1,-1,-1,-1,0.1282,-0.4536,1.3933,-0.6147,-0.8608
1,85.2,2010,81.5,8350,2,57.64,8350,0,2014,545,385,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,1.0859,0.653,0.2889
1,89.9,2009,84.5,8524,2,68.0,8524,0,2013,675,485,485,-1.0,455,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.7415,0.4805
0,73.0,2006,74.0,13478,2,78.0,13478,0,2013,285,560,545,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.5591,-0.1206,-0.7585,-0.7415,0.0973
